oem,device, model,rssi correction,tx,calibration confidence
huawei,HWCUN-L6735,HUAWEI CUN-L01,2,-17,1
huawei,HWCUN-L6735,HUAWEI CUN-L02,2,-17,1
huawei,HWCUN-L6735,HUAWEI CUN-L03,2,-17,1
huawei,HWCUN-L6735,HUAWEI CUN-L21,2,-17,1
huawei,HWCUN-L6735,HUAWEI CUN-L22,2,-17,1
huawei,HWCUN-L6735,HUAWEI CUN-L23,2,-17,1
huawei,HWCUN-L6735,HUAWEI CUN-L33,2,-17,1
huawei,HWCUN-U6582,HUAWEI CUN-U29,2,-17,1
huawei,hwD2-0082,HUAWEI D2-0082,2,-17,1
huawei,hwD2-2010,HUAWEI D2-2010,2,-17,1
huawei,hwD2-6070,HUAWEI D2-6070,2,-17,1
huawei,hwg350,HUAWEI G350,2,-17,1
huawei,hwg350,HUAWEI G350-U00,2,-17,1
huawei,HWG350,HUAWEI G350-U20,2,-17,1
huawei,hwG506-U151,HUAWEI G506-U151,2,-17,1
huawei,hwG510-0010,HUAWEI G510-0010,2,-17,1
huawei,hwG510-0100,HUAWEI G510-0100,2,-17,1
huawei,hwG510-0200,HUAWEI G510-0200,2,-17,1
huawei,hwG510-0251,HUAWEI G510-0251,2,-17,1
huawei,hwG520-5000,HUAWEI G520-5000,2,-17,1
huawei,hwG520-T10,HUAWEI G520-T10,2,-17,1
huawei,HWG521-L,HUAWEI G521-L076,2,-17,1
huawei,HWG521-L,HUAWEI G521-L176,2,-17,1
huawei,hwG525-U00,HUAWEI G525-U00,2,-17,1
huawei,hwG535-L11,HUAWEI G535-L11,2,-17,1
huawei,hwG6-C00,HUAWEI G6-C00,2,-17,1
huawei,hwG6-L11,HUAWEI G6-L11,2,-17,1
huawei,hwG6-L22,HUAWEI G6-L22,2,-17,1
huawei,hwG6-L33,HUAWEI G6-L33,2,-17,1
huawei,hwG6-T00,HUAWEI G6-T00,2,-17,1
huawei,hwG6-U00,HUAWEI G6-U00,2,-17,1
huawei,hwG6-U10,HUAWEI G6-U10,2,-17,1
huawei,hwG6-U251,HUAWEI G6-U251,2,-17,1
huawei,hwG6-U34,HUAWEI G6-U34,2,-17,1
huawei,HWG606-T00,HUAWEI G606-T00,2,-17,1
huawei,HWG606,HUAWEI G606-T00,2,-17,1
huawei,hwG610-C00,HUAWEI G610-C00,2,-17,1
huawei,hwG610-T00,HUAWEI G610-T00,2,-17,1
huawei,hwG610-T01,HUAWEI G610-T01,2,-17,1
huawei,hwG610-T11,HUAWEI G610-T11,2,-17,1
huawei,hwG610-U00,HUAWEI G610-U00,2,-17,1
huawei,hwG610-U15,HUAWEI G610-U15,2,-17,1
huawei,hwG610-U20,HUAWEI G610-U20,2,-17,1
huawei,hwG610-U30,HUAWEI G610-U30,2,-17,1
huawei,hwG615-U10,HUAWEI G615-U10,2,-17,1
huawei,HWG616-L,HUAWEI G616-L076,2,-17,1
huawei,hwG620S-L03,HUAWEI G620,2,-17,1
huawei,hwG620-A2,HUAWEI G620-A2,2,-17,1
huawei,hwG620-L72,HUAWEI G620-L72,2,-17,1
huawei,HWG628-TL,HUAWEI G628-TL00,2,-17,1
huawei,HWG629-UL,HUAWEI G629-UL00,2,-17,1
huawei,hwG630-T00,HUAWEI G630-T00,2,-17,1
huawei,hwG630-U00,HUAWEI G630-U00,2,-17,1
huawei,hwG630-U251,HUAWEI G630-U251,2,-17,1
huawei,hwG660-L075,HUAWEI G660-L075,2,-17,1
huawei,hwG7-L03,HUAWEI G7,2,-17,1
huawei,hwG7-L01,HUAWEI G7-L01,2,-17,1
huawei,hwG7-L02,HUAWEI G7-L02,2,-17,1
huawei,hwG7-L03,HUAWEI G7-L03,2,-17,1
huawei,hwG7-L11,HUAWEI G7-L11,2,-17,1
huawei,hwG7-TL00,HUAWEI G7-TL00,2,-17,1
huawei,hwG7-UL20,HUAWEI G7-UL20,2,-17,1
huawei,hwG700-T00,HUAWEI G700-T00,2,-17,1
huawei,hwG700-T01,HUAWEI G700-T01,2,-17,1
huawei,hwG700-U00,HUAWEI G700-U00,2,-17,1
huawei,hwG700-U10,HUAWEI G700-U10,2,-17,1
huawei,hwG700-U20,HUAWEI G700-U20,2,-17,1
huawei,hwG716-L070,HUAWEI G716-L070,2,-17,1
huawei,hwg718,HUAWEI G718,2,-17,1
huawei,hwG730-C00,HUAWEI G730-C00,2,-17,1
huawei,hwG730-L075,HUAWEI G730-L075,2,-17,1
huawei,hwG730-T00,HUAWEI G730-T00,2,-17,1
huawei,hwG730-U00,HUAWEI G730-U00,2,-17,1
huawei,hwG730-U10,HUAWEI G730-U10,2,-17,1
huawei,hwG730-U251,HUAWEI G730-U251,2,-17,1
huawei,hwG730-U27,HUAWEI G730-U27,2,-17,1
huawei,hwG730-U30,HUAWEI G730-U30,2,-17,1
huawei,hwG750-T00,HUAWEI G750-T00,2,-17,1
huawei,hwG750-T01,HUAWEI G750-T01,2,-17,1
huawei,hwG750-T01M,HUAWEI G750-T01M,2,-17,1
huawei,hwG750-T20,HUAWEI G750-T20,2,-17,1
huawei,hwG750-U10,HUAWEI G750-U10,2,-17,1
huawei,HWG7500,HUAWEI G7500,2,-17,1
huawei,HWGRA,HUAWEI GRA-CL00,2,-17,1
huawei,HWGRA,HUAWEI GRA-CL10,2,-17,1
huawei,HWGRA,HUAWEI GRA-L09,2,-17,1
huawei,HWGRA,HUAWEI GRA-TL00,2,-17,1
huawei,HWGRA,HUAWEI GRA-UL00,2,-17,1
huawei,HWGRA,HUAWEI GRA-UL10,2,-17,1
huawei,HWH1611-Q,HUAWEI H1611,2,-17,1
huawei,hwh866c,HUAWEI H866C,2,-17,1
huawei,hwh868c,HUAWEI H868C,2,-17,1
huawei,hwh871g,HUAWEI H871G,2,-17,1
huawei,hwh881c,HUAWEI H881C,2,-17,1
huawei,hwH891L,HUAWEI H891L,2,-17,1
huawei,hwH892L,HUAWEI H892L,2,-17,1
huawei,hwhn3-u00,HUAWEI HN3-U00,2,-17,1
huawei,hwhn3-u01,HUAWEI HN3-U01,2,-17,1
huawei,U8500,HUAWEI IDEOS U8500,2,-17,1
huawei,msm7225,HUAWEI IDEOS U8500,2,-17,1
huawei,hwu8655,HUAWEI IDEOS Y 200,2,-17,1
huawei,HWKII-Q,HUAWEI KII-L03,2,-17,1
huawei,HWKII-Q,HUAWEI KII-L05,2,-17,1
huawei,HWKII-Q,HUAWEI KII-L21,2,-17,1
huawei,HWKII-Q,HUAWEI KII-L22,2,-17,1
huawei,HWKII-Q,HUAWEI KII-L23,2,-17,1
huawei,HWKII-Q,HUAWEI KII-L33,2,-17,1
huawei,HWLUA-L6735,HUAWEI LUA-L01,2,-17,1
huawei,HWLUA-L6735,HUAWEI LUA-L02,2,-17,1
huawei,HWLUA-L6735,HUAWEI LUA-L03,2,-17,1
huawei,HWLUA-L6735,HUAWEI LUA-L13,2,-17,1
huawei,HWLUA-L6735,HUAWEI LUA-L21,2,-17,1
huawei,HWLUA-L6735,HUAWEI LUA-L23,2,-17,1
huawei,HWLUA-U6582,HUAWEI LUA-U02,2,-17,1
huawei,HWLUA-U6582,HUAWEI LUA-U03,2,-17,1
huawei,HWLUA-U6582,HUAWEI LUA-U22,2,-17,1
huawei,HWLUA-U6582,HUAWEI LUA-U23,2,-17,1
huawei,HWLYO-L6735,HUAWEI LYO-L01,2,-17,1
huawei,HWLYO-L6735,HUAWEI LYO-L02,2,-17,1
huawei,HWLYO-L6735,HUAWEI LYO-L03,2,-17,1
huawei,HWLYO-L6735,HUAWEI LYO-L21,2,-17,1
huawei,HWMozart,HUAWEI M2-801L,2,-17,1
huawei,HWMozart,HUAWEI M2-801W,2,-17,1
huawei,HWMozart,HUAWEI M2-802L,2,-17,1
huawei,HWMozart,HUAWEI M2-803L,2,-17,1
huawei,hwliszt,HUAWEI M2-A01L,2,-17,1
huawei,hwliszt,HUAWEI M2-A01W,2,-17,1
huawei,hwm866,HUAWEI M866,2,-17,1
huawei,hwm868,HUAWEI M868,2,-17,1
huawei,hwm881,HUAWEI M881,2,-17,1
huawei,HWMLA,HUAWEI MLA-AL00,2,-17,1
huawei,HWMLA,HUAWEI MLA-AL10,2,-17,1
huawei,HWMLA,HUAWEI MLA-L01,2,-17,1
huawei,HWMLA,HUAWEI MLA-L02,2,-17,1
huawei,HWMLA,HUAWEI MLA-L03,2,-17,1
huawei,HWMLA,HUAWEI MLA-L11,2,-17,1
huawei,HWMLA,HUAWEI MLA-L12,2,-17,1
huawei,HWMLA,HUAWEI MLA-L13,2,-17,1
huawei,HWMLA,HUAWEI MLA-TL00,2,-17,1
huawei,HWMLA,HUAWEI MLA-TL10,2,-17,1
huawei,HWMLA,HUAWEI MLA-UL00,2,-17,1
huawei,hwmt1-t00,HUAWEI MT1-T00,2,-17,1
huawei,hwmt1-u06,HUAWEI MT1-U06,2,-17,1
huawei,hwmt2-c00,HUAWEI MT2-C00,2,-17,1
huawei,hwmt2-l01,HUAWEI MT2-L01,2,-17,1
huawei,hwmt2-l02,HUAWEI MT2-L02,2,-17,1
huawei,hwmt2-l05,HUAWEI MT2-L05,2,-17,1
huawei,hwmt7,HUAWEI MT7-CL00,2,-17,1
huawei,hwmt7,HUAWEI MT7-J1,2,-17,1
huawei,hwmt7,HUAWEI MT7-L09,2,-17,1
huawei,hwmt7,HUAWEI MT7-TL00,2,-17,1
huawei,hwmt7,HUAWEI MT7-TL10,2,-17,1
huawei,hwmt7,HUAWEI MT7-UL00,2,-17,1
huawei,hws7300u,HUAWEI MediaPad,2,-17,1
huawei,hws7300w,HUAWEI MediaPad,2,-17,1
huawei,hws7300c,HUAWEI MediaPad,2,-17,1
huawei,hws8301l,HUAWEI MediaPad M1 8.0,2,-17,1
huawei,hwt1a21l,HUAWEI MediaPad T1 10 4G,2,-17,1
huawei,hwt1701,HUAWEI MediaPad T1 7.0 3G,2,-17,1
huawei,hwt1821l,HUAWEI MediaPad T1 8.0 4G,2,-17,1
huawei,HWNMO-H,HUAWEI NMO-L21,2,-17,1
huawei,HWNMO-H,HUAWEI NMO-L22,2,-17,1
huawei,HWNMO-H,HUAWEI NMO-L23,2,-17,1
huawei,HWNMO-H,HUAWEI NMO-L31,2,-17,1
huawei,HWNTS,HUAWEI NTS-AL00,2,-17,1
huawei,HWNXT,HUAWEI NXT-AL10,2,-17,1
huawei,HWNXT,HUAWEI NXT-CL00,2,-17,1
huawei,HWNXT,HUAWEI NXT-DL00,2,-17,1
huawei,HWNXT,HUAWEI NXT-L09,2,-17,1
huawei,HWNXT,HUAWEI NXT-L29,2,-17,1
huawei,HWNXT,HUAWEI NXT-TL00,2,-17,1
huawei,HWNXT,HUAWEI NXT-TL00B,2,-17,1
huawei,hwp2-0000,HUAWEI P2-0000,2,-17,1
huawei,hwp2-6011,HUAWEI P2-6011,2,-17,1
huawei,hwp2-6011,HUAWEI P2-6011-orange,2,-17,1
huawei,hwp2-6070,HUAWEI P2-6070,2,-17,1
huawei,hwp6s-u06,HUAWEI P6 S-U06,2,-17,1
huawei,hwp6-c00,HUAWEI P6-C00,2,-17,1
huawei,hwp6-t00,HUAWEI P6-T00,2,-17,1
huawei,hwp6-t00,HUAWEI P6-T00V,2,-17,1
huawei,hwp6-u06,HUAWEI P6-U06,2,-17,1
huawei,hwp6-u06,HUAWEI P6-U06-orange,2,-17,1
huawei,hwP7Mini,HUAWEI P7 mini,2,-17,1
huawei,hwp7,HUAWEI P7-L00,2,-17,1
huawei,hwp7,HUAWEI P7-L05,2,-17,1
huawei,hwp7,HUAWEI P7-L07,2,-17,1
huawei,hwp7,HUAWEI P7-L09,2,-17,1
huawei,hwp7,HUAWEI P7-L10,2,-17,1
huawei,hwp7,HUAWEI P7-L11,2,-17,1
huawei,hwp7,HUAWEI P7-L12,2,-17,1
huawei,HWP8max,HUAWEI P8max,2,-17,1
huawei,hwRIO-AL00,HUAWEI RIO-AL00,2,-17,1
huawei,hwRIO-CL00,HUAWEI RIO-CL00,2,-17,1
huawei,hwRIO-L01,HUAWEI RIO-L01,2,-17,1
huawei,HWRIO,HUAWEI RIO-L02,2,-17,1
huawei,hwRIO-L02,HUAWEI RIO-L02,2,-17,1
huawei,HWRIO,HUAWEI RIO-L03,2,-17,1
huawei,hwRIO-L03,HUAWEI RIO-L03,2,-17,1
huawei,HWRIO,HUAWEI RIO-TL00,2,-17,1
huawei,HWRIO,HUAWEI RIO-UL00,2,-17,1
huawei,HWSC-CL00,HUAWEI SC-CL00,2,-17,1
huawei,HWSC-UL10,HUAWEI SC-UL10,2,-17,1
huawei,hwSCC-Q,HUAWEI SCC-U21,2,-17,1
huawei,hwSCL-Q,HUAWEI SCL-L01,2,-17,1
huawei,hwSCL-Q,HUAWEI SCL-L02,2,-17,1
huawei,hwSCL-Q,HUAWEI SCL-L03,2,-17,1
huawei,hwSCL-Q,HUAWEI SCL-L04,2,-17,1
huawei,hwSCL-Q,HUAWEI SCL-L21,2,-17,1
huawei,hwSCLU-Q,HUAWEI SCL-U23,2,-17,1
huawei,hwSCLU-Q,HUAWEI SCL-U31,2,-17,1
huawei,hwu8650,HUAWEI SONIC,2,-17,1
huawei,T8300,HUAWEI T8300,2,-17,1
huawei,T8600,HUAWEI T8600,2,-17,1
huawei,hwT8808D,HUAWEI T8808D,2,-17,1
huawei,T8828,HUAWEI T8828,2,-17,1
huawei,hwt8833,HUAWEI T8833,2,-17,1
huawei,hwt8950,HUAWEI T8950,2,-17,1
huawei,hwt8950N,HUAWEI T8950N,2,-17,1
huawei,hwt8951,HUAWEI T8951,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-AL00,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-CL00,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-L01,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-L03,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-L13,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-L21,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-L22,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-L23,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-L32,2,-17,1
huawei,HWTAG-L6753,HUAWEI TAG-TL00,2,-17,1
huawei,HWTIT-L6735,HUAWEI TIT-AL00,4,-10,3
huawei,HWTIT-AL00,HUAWEI TIT-AL00,4,-10,1
huawei,HWTIT-L8916,HUAWEI TIT-CL00,4,-10,1
huawei,HWTIT-L6735,HUAWEI TIT-CL10,4,-10,1
huawei,HWTIT-L6735,HUAWEI TIT-L01,4,-10,1
huawei,HWTIT-L6735,HUAWEI TIT-TL00,4,-10,1
huawei,HWTIT-U6582,HUAWEI TIT-U02,4,-10,1
huawei,hwu8661,HUAWEI U8661,2,-17,1
huawei,hwu8666e,HUAWEI U8666E,2,-17,1
huawei,hwu8666e-51,HUAWEI U8666E,2,-17,1
huawei,hwu8666e-51,HUAWEI U8666E-51,2,-17,1
huawei,hwu8666n,HUAWEI U8666N,2,-17,1
huawei,hwu8681,HUAWEI U8681,2,-17,1
huawei,hwu8815,HUAWEI U8815,2,-17,1
huawei,hwu8815n,HUAWEI U8815N,2,-17,1
huawei,hwu8818,HUAWEI U8818,2,-17,1
huawei,hwu8825-1,HUAWEI U8825-1,2,-17,1
huawei,hwu8825D,HUAWEI U8825D,2,-17,1
huawei,hwu8950-1,HUAWEI U8950-1,2,-17,1
huawei,hwu8950-51,HUAWEI U8950-51,2,-17,1
huawei,hwu8950D,HUAWEI U8950D,2,-17,1
huawei,hwu8950N-1,HUAWEI U8950N-1,2,-17,1
huawei,hwu8950N-51,HUAWEI U8950N-51,2,-17,1
huawei,hwu9508,HUAWEI U9508,2,-17,1
huawei,hwu9510,HUAWEI U9510,2,-17,1
huawei,hwu9510e,HUAWEI U9510E,2,-17,1
huawei,HWVNS-Q,HUAWEI VNS-AL00,2,-17,1
huawei,HWVNS-H,HUAWEI VNS-DL00,2,-17,1
huawei,HWVNS-H,HUAWEI VNS-L21,2,-17,1
huawei,HWVNS-H,HUAWEI VNS-L22,2,-17,1
huawei,HWVNS-H,HUAWEI VNS-L23,2,-17,1
huawei,HWVNS-H,HUAWEI VNS-L31,2,-17,1
huawei,HWVNS-Q,HUAWEI VNS-L52,2,-17,1
huawei,HWVNS-H,HUAWEI VNS-L53,2,-17,1
huawei,HWVNS-Q,HUAWEI VNS-L62,2,-17,1
huawei,HWVNS-H,HUAWEI VNS-TL00,2,-17,1
huawei,sturgeon,HUAWEI WATCH,2,-17,1
huawei,hwy220t,HUAWEI Y 220T,2,-17,1
huawei,hwy210-0010,HUAWEI Y210-0010,2,-17,1
huawei,hwy210-0100,HUAWEI Y210-0100,2,-17,1
huawei,hwy210-0151,HUAWEI Y210-0151,2,-17,1
huawei,hwy210-0200,HUAWEI Y210-0200,2,-17,1
huawei,hwy210-0251,HUAWEI Y210-0251,2,-17,1
huawei,hwy210-2010,HUAWEI Y210-2010,2,-17,1
huawei,hwy220-t10,HUAWEI Y220-T10,2,-17,1
huawei,HWY221-U,HUAWEI Y221-U03,2,-17,1
huawei,HWY221-U,HUAWEI Y221-U12,2,-17,1
huawei,HWY221-U,HUAWEI Y221-U22,2,-17,1
huawei,HWY221-U,HUAWEI Y221-U33,2,-17,1
huawei,HWY221-U,HUAWEI Y221-U43,2,-17,1
huawei,HWY221-U,HUAWEI Y221-U53,2,-17,1
huawei,hwY300-0000,HUAWEI Y300-0000,2,-17,1
huawei,hwY300-0100,HUAWEI Y300-0100,2,-17,1
huawei,hwY300-0151,HUAWEI Y300-0151,2,-17,1
huawei,hwy310-5000,HUAWEI Y310-5000,2,-17,1
huawei,hwy310-t10,HUAWEI Y310-T10,2,-17,1
huawei,hwy320-c00,HUAWEI Y320-C00,2,-17,1
huawei,HWY320-T00,HUAWEI Y320-T00,2,-17,1
huawei,HWY320,HUAWEI Y320-U01,2,-17,1
huawei,HWY320-U,HUAWEI Y320-U10,2,-17,1
huawei,HWY320-U,HUAWEI Y320-U151,2,-17,1
huawei,HWY320-U,HUAWEI Y320-U30,2,-17,1
huawei,HWY320-U,HUAWEI Y320-U351,2,-17,1
huawei,hwy321-c00,HUAWEI Y321-C00,2,-17,1
huawei,HWY321-U,HUAWEI Y321-U051,2,-17,1
huawei,HWY325-T,HUAWEI Y325-T00,2,-17,1
huawei,hwY330-C00,HUAWEI Y330-C00,2,-17,1
huawei,hwY330-U01,HUAWEI Y330-U01,2,-17,1
huawei,hwY330-U05,HUAWEI Y330-U05,2,-17,1
huawei,hwY330-U07,HUAWEI Y330-U07,2,-17,1
huawei,hwY330-U08,HUAWEI Y330-U08,2,-17,1
huawei,hwY330-U11,HUAWEI Y330-U11,2,-17,1
huawei,hwY330-U15,HUAWEI Y330-U15,2,-17,1
huawei,hwY330-U17,HUAWEI Y330-U17,2,-17,1
huawei,hwY330-U21,HUAWEI Y330-U21,2,-17,1
huawei,hwY336-A1,HUAWEI Y336-A1,2,-17,1
huawei,HWY336-U,HUAWEI Y336-U02,2,-17,1
huawei,HWY336-U,HUAWEI Y336-U12,2,-17,1
huawei,HWY360-U,HUAWEI Y360-U03,2,-17,1
huawei,HWY360-U6572,HUAWEI Y360-U103,2,-17,1
huawei,HWY360-U,HUAWEI Y360-U12,2,-17,1
huawei,HWY360-U,HUAWEI Y360-U23,2,-17,1
huawei,HWY360-U,HUAWEI Y360-U31,2,-17,1
huawei,HWY360-U,HUAWEI Y360-U42,2,-17,1
huawei,HWY360-U,HUAWEI Y360-U61,2,-17,1
huawei,HWY360-U6572,HUAWEI Y360-U72,2,-17,1
huawei,HWY360-U6572,HUAWEI Y360-U82,2,-17,1
huawei,HWY360-U6572,HUAWEI Y360-U93,2,-17,1
huawei,HWY500-T00,HUAWEI Y500-T00,2,-17,1
huawei,HWY511-T,HUAWEI Y511-T00,2,-17,1
huawei,HWY511-U,HUAWEI Y511-U10,2,-17,1
huawei,HWY511-U,HUAWEI Y511-U251,2,-17,1
huawei,HWY511-U,HUAWEI Y511-U30,2,-17,1
huawei,HWY516-T,HUAWEI Y516-T00,2,-17,1
huawei,HWY518-T,HUAWEI Y518-T00,2,-17,1
huawei,HWY520-U,HUAWEI Y520-U03,2,-17,1
huawei,HWY520-U,HUAWEI Y520-U12,2,-17,1
huawei,HWY520-U,HUAWEI Y520-U22,2,-17,1
huawei,HWY520-U,HUAWEI Y520-U33,2,-17,1
huawei,HWY523,HUAWEI Y523-L076,2,-17,1
huawei,HWY523,HUAWEI Y523-L176,2,-17,1
huawei,hwY530-U051,HUAWEI Y530,2,-17,1
huawei,hwY530-U00,HUAWEI Y530-U00,2,-17,1
huawei,hwY530-U051,HUAWEI Y530-U051,2,-17,1
huawei,HWY535-C00,HUAWEI Y535-C00,2,-17,1
huawei,HWY535D-C00,HUAWEI Y535D-C00,2,-17,1
huawei,hwY536A1,HUAWEI Y536A1,2,-17,1
huawei,HWY540-U,HUAWEI Y540-U01,2,-17,1
huawei,HWY541-U,HUAWEI Y541-U02,2,-17,1
huawei,hwY550-L03,HUAWEI Y550,2,-17,1
huawei,hwY550-L01,HUAWEI Y550-L01,2,-17,1
huawei,hwY550-L02,HUAWEI Y550-L02,2,-17,1
huawei,hwY550-L03,HUAWEI Y550-L03,2,-17,1
huawei,HWY560-CL,HUAWEI Y560-CL00,2,-17,1
huawei,HWY560-L,HUAWEI Y560-L01,2,-17,1
huawei,HWY560-L,HUAWEI Y560-L02,2,-17,1
huawei,HWY560-L,HUAWEI Y560-L03,2,-17,1
huawei,HWY560-L,HUAWEI Y560-L23,2,-17,1
huawei,HWY560-U,HUAWEI Y560-U02,2,-17,1
huawei,HWY560-U,HUAWEI Y560-U03,2,-17,1
huawei,HWY560-U,HUAWEI Y560-U12,2,-17,1
huawei,HWY560-U,HUAWEI Y560-U23,2,-17,1
huawei,HWY600-U,HUAWEI Y600-U00,2,-17,1
huawei,HWY600-U,HUAWEI Y600-U151,2,-17,1
huawei,HWY600-U,HUAWEI Y600-U20,2,-17,1
huawei,HWY600-U,HUAWEI Y600-U351,2,-17,1
huawei,HWY600-U,HUAWEI Y600-U40,2,-17,1
huawei,HWY600D-C00,HUAWEI Y600D-C00,2,-17,1
huawei,HWY610-U,HUAWEI Y610-U00,2,-17,1
huawei,HWY618-T,HUAWEI Y618-T00,2,-17,1
huawei,HWY625-U,HUAWEI Y625-U13,2,-17,1
huawei,HWY625-U,HUAWEI Y625-U21,2,-17,1
huawei,HWY625-U,HUAWEI Y625-U32,2,-17,1
huawei,HWY625-U,HUAWEI Y625-U43,2,-17,1
huawei,HWY625-U,HUAWEI Y625-U51,2,-17,1
huawei,hwY635,HUAWEI Y635-CL00,2,-17,1
huawei,hwY635,HUAWEI Y635-L02,2,-17,1
huawei,hwY635,HUAWEI Y635-L03,2,-17,1
huawei,hwY635,HUAWEI Y635-TL00,2,-17,1
huawei,hwc8850,HUAWEI-C8850,2,-17,1
huawei,hwm835,HUAWEI-M835,2,-17,1
huawei,hwm860,HUAWEI-M860,2,-17,1
huawei,msm7625,HUAWEI-M860,2,-17,1
huawei,hwm920,HUAWEI-M920,2,-17,1
huawei,hwm931,HUAWEI-M931,2,-17,1
huawei,qsd8k_s7,HUAWEI-S7,2,-17,1
huawei,hwu8850,HUAWEI-U8850,2,-17,1
huawei,hwu9000,HUAWEI-U9000,2,-17,1
huawei,sturgeon,HUAWEI-WATCH,2,-17,1
huawei,hwu8815,HUAWEI_Ascend G 300,2,-17,1
huawei,msm7225,HUAWEI_IDEOS_U8500,2,-17,1
huawei,hwu8500,HUAWEI_IDEOS_U8500,2,-17,1
huawei,hwu8650,HUAWEI_IDEOS_U8650,2,-17,1
huawei,hwu8800Pro,HUAWEI_IDEOS_X5,2,-17,1
huawei,hwu8860,HUAWEI_U8860,2,-17,1
huawei,hwu9501L,HW-01E,2,-17,1
huawei,HW-01K,HW-01K,-1,-32,3
huawei,HW-02L,HW-02L,2,-17,1
huawei,HW-03E,HW-03E,2,-17,1
huawei,hwH60,HW-H60-J1,2,-17,1
huawei,hwSCL-Q,HW-SCL-L32,2,-17,1
huawei,HWHWI,HWI-AL00,2,-17,1
huawei,HWHWI,HWI-TL00,2,-17,1
huawei,hwfdra04l,HWT31,3,-24,3
huawei,HWPIC,HWV31,-1,-3,1
huawei,HWANE,HWV32,3,-3,1
huawei,HWMAR,HWV33,2,-17,1
huawei,hwHiTV-M1,HiTV-M1,2,-17,1
huawei,HWHol-T,Hol-T00,2,-17,1
huawei,HWHol-U,Hol-U10,2,-17,1
huawei,HWHol-U,Hol-U19,2,-17,1
huawei,hwt1821l,Honor T1 8.0,2,-17,1
huawei,U8110,Huawei,2,-17,1
huawei,msm7225,Huawei,2,-17,1
huawei,hwu8160,Huawei 858,2,-17,1
huawei,hwu8510,Huawei IDEOS X3,2,-17,1
huawei,HuaweiU8180,Huawei Ideos X1,2,-17,1
huawei,hws7300u,Huawei S7-312u,2,-17,1
huawei,U8110,Huawei U8110,2,-17,1
huawei,hwu8800-51,Huawei U8800-51,2,-17,1
huawei,hwY301A1,Huawei Y301A1,2,-17,1
huawei,hwY301A2,Huawei Y301A2,2,-17,1
huawei,hwh867g,Huawei-H867G,2,-17,1
huawei,hwu8652,Huawei-U8652,2,-17,1
huawei,hwu8665,Huawei-U8665,2,-17,1
huawei,hwu8687,Huawei-U8687,2,-17,1
huawei,hwes8500,HuaweiES8500,2,-17,1
huawei,hwG510-0100,HuaweiG510-0100,2,-17,1
huawei,hwG510-0100,HuaweiG510-0100-orange,2,-17,1
huawei,HuaweiU8180,HuaweiU8180,2,-17,1
huawei,msm7225,HuaweiU8300,2,-17,1
huawei,hwu8350,HuaweiU8350,2,-17,1
huawei,hwu8500,HuaweiU8500,2,-17,1
huawei,hwu8510,HuaweiU8510,2,-17,1
huawei,hwu8650,HuaweiU8650,2,-17,1
huawei,hwu8800Pro,HuaweiU8800Pro,2,-17,1
huawei,U8100,Huawei_8100-9,2,-17,1
huawei,hwu8500,ICE,2,-17,1
huawei,qsd8k_s7,IDEOS S7,2,-17,1
huawei,qsd8k_slim,IDEOS S7 Slim,2,-17,1
huawei,HuaweiU8180,IDEOS X1,2,-17,1
huawei,msm7230,IDEOS X5,2,-17,1
huawei,hwu8800-51,IDEOS X5,2,-17,1
huawei,hwu8800Pro,IDEOS X5,2,-17,1
huawei,hwu8800,IDEOS X5,2,-17,1
huawei,HWINE,INE-AL00,2,-17,1
huawei,HWINE,INE-LX1,2,-17,1
huawei,HWINE,INE-LX1r,2,-17,1
huawei,HWINE,INE-LX2,2,-17,1
huawei,HWINE,INE-LX2r,2,-17,1
huawei,HWINE,INE-TL00,2,-17,1
huawei,Ice-Twist,Ice-Twist,2,-17,1
huawei,msm7625,Ideos,2,-17,1
huawei,msm7225,Ideos,2,-17,1
huawei,u8150,Ideos,2,-17,1
huawei,U8150,Ideos,2,-17,1
huawei,qsd8k_s7,Ideos S7,2,-17,1
huawei,HWJAT-M,JAT-AL00,2,-17,1
huawei,HWJAT-M,JAT-L29,2,-17,1
huawei,HWJAT-M,JAT-L41,2,-17,1
huawei,HWJAT-M,JAT-LX1,2,-17,1
huawei,HWJAT-M,JAT-LX3,2,-17,1
huawei,HWJAT-M,JAT-TL00,2,-17,1
huawei,hwjdn,JDN-AL00,2,-17,1
huawei,hwjdn,JDN-L01,2,-17,1
huawei,hwjdn,JDN-W09,2,-17,1
huawei,HWJDN2,JDN2-AL00,2,-17,1
huawei,HWJDN2,JDN2-AL00HN,2,-17,1
huawei,HWJDN2,JDN2-L09,2,-17,1
huawei,HWJDN2,JDN2-W09,2,-17,1
huawei,HWJDN2,JDN2-W09HN,2,-17,1
huawei,HWJKM-H,JKM-AL00,2,-17,1
huawei,HWJKM-HM,JKM-AL00a,2,-17,1
